station,date,PRCP,SNOW,TMAX,TMIN
NYC,6/4/2023,0,0,69.08000000000001,48.92
NYC,6/5/2023,0,0,75.92,55.94
NYC,6/6/2023,0,0,78.98,60.08
NYC,6/7/2023,0,0,69.08000000000001,57.019999999999996
NYC,6/8/2023,0,0,71.96000000000001,55.040000000000006
NYC,6/9/2023,0,0,71.96000000000001,57.92
NYC,6/10/2023,0,0,78.08000000000001,57.92
NYC,6/11/2023,0.11811023622047245,0,82.03999999999999,64.03999999999999
NYC,6/12/2023,2.9921259842519685,0,78.08000000000001,66.02
NYC,6/13/2023,0,0,78.08000000000001,64.03999999999999
NYC,6/14/2023,1.4173228346456694,0,75.92,62.96
NYC,6/15/2023,0,0,77,60.980000000000004
NYC,6/16/2023,2.283464566929134,0,78.98,62.96
NYC,6/17/2023,0,0,77,62.06
NYC,6/18/2023,0,0,80.06,62.06
NYC,6/19/2023,0,0,80.96000000000001,64.94
NYC,6/20/2023,0,0,78.08000000000001,64.03999999999999
NYC,6/21/2023,0,0,73.03999999999999,62.06
NYC,6/22/2023,0,0,71.96000000000001,60.08
NYC,6/23/2023,0.3937007874015748,0,71.06,64.94
NYC,6/24/2023,0.7086614173228347,0,78.08000000000001,69.08000000000001
NYC,6/25/2023,0,0,84.92,71.06
NYC,6/26/2023,5.118110236220473,0,78.08000000000001,68
NYC,6/27/2023,0.7874015748031497,0,78.98,66.02
NYC,6/28/2023,0,0,82.03999999999999,66.02
NYC,6/29/2023,0,0,82.03999999999999,64.94
NYC,6/30/2023,0,0,84.02,69.98
NYC,7/1/2023,0,0,82.03999999999999,69.08000000000001
NYC,7/2/2023,5.787401575,0,87.98,69.98
NYC,7/3/2023,4.488188976377953,0,89.06,71.96000000000001
NYC,7/4/2023,6.299212598425197,0,82.94,73.03999999999999
NYC,7/5/2023,0,0,93.02,71.96000000000001
NYC,7/6/2023,0,0,89.96000000000001,75.02
NYC,7/7/2023,0,0,87.08000000000001,73.94
NYC,7/8/2023,0,0,87.98,75.92
NYC,7/9/2023,9.803149606299213,0,82.03999999999999,71.96000000000001
NYC,7/10/2023,0,0,84.02,71.06
NYC,7/11/2023,0,0,89.06,68
NYC,7/12/2023,0,0,91.03999999999999,75.92
NYC,7/13/2023,0,0,87.98,77
NYC,7/14/2023,4.803149606299213,0,84.02,71.06
NYC,7/15/2023,0.3937007874015748,0,87.98,71.06
NYC,7/16/2023,13.188976377952757,0,78.08000000000001,73.94
NYC,7/17/2023,0,0,87.98,73.94
NYC,7/18/2023,2.204724409448819,0,84.02,73.03999999999999
NYC,7/19/2023,0,0,80.06,71.96000000000001
NYC,7/20/2023,0,0,87.98,71.96000000000001
NYC,7/21/2023,1.4960629921259843,0,84.02,71.06
NYC,7/22/2023,0,0,84.92,69.98
NYC,7/23/2023,0,0,87.98,69.08000000000001
NYC,7/24/2023,0,0,84.92,73.94
NYC,7/25/2023,2.7952755905511815,0,86,68
NYC,7/26/2023,0,0,87.08000000000001,68
