station,date,PRCP,SNOW,TMAX,TMIN,Store,City,Is College,Number,id,Date,Annual_Seasonality,Weekly_Seasonality,Store_ID
PHI,2022-11-10,0.0,0.0,69.98,42.98,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-10,0.0,0.0,69.98,42.98,16th Street,Philly,0,19,33,2022-11-10,186.73,-185.26,33.0
PHI,2022-11-10,0.0,0.0,69.98,42.98,13th Street,Philly,0,31,45,2022-11-10,287.52,-223.06,45.0
PHI,2022-11-10,0.0,0.0,69.98,42.98,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-11,4.41,0.0,71.96,57.02,University City South,Philly,0,1,14,2022-11-11,544.56,67.85,14.0
PHI,2022-11-11,4.41,0.0,71.96,57.02,University City North,Philly,0,13,24,2022-11-11,519.23,386.32,24.0
PHI,2022-11-11,4.41,0.0,71.96,57.02,Temple,Philly,0,12,20,2022-11-11,750.02,325.12,20.0
PHI,2022-11-11,4.41,0.0,71.96,57.02,South Philadelphia,Philly,0,146,1209,2022-11-11,-156.54,271.6,1209.0
PHI,2022-11-11,4.41,0.0,71.96,57.02,Old City,Philly,0,121,1173,2022-11-11,-79.49,290.06,1173.0
PHI,2022-11-11,4.41,0.0,71.96,57.02,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-11,4.41,0.0,71.96,57.02,16th Street,Philly,0,19,33,2022-11-11,-216.89,842.96,33.0
PHI,2022-11-11,4.41,0.0,71.96,57.02,13th Street,Philly,0,31,45,2022-11-11,-176.25,478.54,45.0
PHI,2022-11-11,4.41,0.0,71.96,57.02,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-12,0.71,0.0,71.06,60.08,South Philadelphia,Philly,0,146,1209,2022-11-12,-86.28,349.21,1209.0
PHI,2022-11-12,0.71,0.0,71.06,60.08,University City North,Philly,0,13,24,2022-11-12,590.63,797.22,24.0
PHI,2022-11-12,0.71,0.0,71.06,60.08,Temple,Philly,0,12,20,2022-11-12,780.67,695.18,20.0
PHI,2022-11-12,0.71,0.0,71.06,60.08,Old City,Philly,0,121,1173,2022-11-12,358.6,1056.12,1173.0
PHI,2022-11-12,0.71,0.0,71.06,60.08,University City South,Philly,0,1,14,2022-11-12,1024.1,-220.9,14.0
PHI,2022-11-12,0.71,0.0,71.06,60.08,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-12,0.71,0.0,71.06,60.08,13th Street,Philly,0,31,45,2022-11-12,-86.16,1148.35,45.0
PHI,2022-11-12,0.71,0.0,71.06,60.08,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-12,0.71,0.0,71.06,60.08,16th Street,Philly,0,19,33,2022-11-12,239.72,1348.57,33.0
PHI,2022-11-13,0.51,0.0,62.06,42.08,13th Street,Philly,0,31,45,2022-11-13,-171.36,261.8,45.0
PHI,2022-11-13,0.51,0.0,62.06,42.08,16th Street,Philly,0,19,33,2022-11-13,-83.08,-36.06,33.0
PHI,2022-11-13,0.51,0.0,62.06,42.08,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-13,0.51,0.0,62.06,42.08,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-13,0.51,0.0,62.06,42.08,Old City,Philly,0,121,1173,2022-11-13,-362.94,395.3,1173.0
PHI,2022-11-13,0.51,0.0,62.06,42.08,South Philadelphia,Philly,0,146,1209,2022-11-13,-293.18,99.51,1209.0
PHI,2022-11-13,0.51,0.0,62.06,42.08,Temple,Philly,0,12,20,2022-11-13,618.56,398.5,20.0
PHI,2022-11-13,0.51,0.0,62.06,42.08,University City North,Philly,0,13,24,2022-11-13,124.52,476.15,24.0
PHI,2022-11-13,0.51,0.0,62.06,42.08,University City South,Philly,0,1,14,2022-11-13,476.61,-146.53,14.0
PHI,2022-11-14,0.0,0.0,48.02,35.06,South Philadelphia,Philly,0,146,1209,2022-11-14,27.49,-272.36,1209.0
PHI,2022-11-14,0.0,0.0,48.02,35.06,University City South,Philly,0,1,14,2022-11-14,440.05,5.39,14.0
PHI,2022-11-14,0.0,0.0,48.02,35.06,University City North,Philly,0,13,24,2022-11-14,316.62,-509.11,24.0
PHI,2022-11-14,0.0,0.0,48.02,35.06,Temple,Philly,0,12,20,2022-11-14,211.58,-222.52,20.0
PHI,2022-11-14,0.0,0.0,48.02,35.06,16th Street,Philly,0,19,33,2022-11-14,-409.16,-937.65,33.0
PHI,2022-11-14,0.0,0.0,48.02,35.06,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-14,0.0,0.0,48.02,35.06,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-14,0.0,0.0,48.02,35.06,13th Street,Philly,0,31,45,2022-11-14,96.28,-614.78,45.0
PHI,2022-11-14,0.0,0.0,48.02,35.06,Old City,Philly,0,121,1173,2022-11-14,-289.32,-546.62,1173.0
PHI,2022-11-15,10.98,0.0,46.04,33.08,University City South,Philly,0,1,14,2022-11-15,286.58,83.45,14.0
PHI,2022-11-15,10.98,0.0,46.04,33.08,Temple,Philly,0,12,20,2022-11-15,-57.12,-291.76,20.0
PHI,2022-11-15,10.98,0.0,46.04,33.08,University City North,Philly,0,13,24,2022-11-15,-23.11,-449.6,24.0
PHI,2022-11-15,10.98,0.0,46.04,33.08,South Philadelphia,Philly,0,146,1209,2022-11-15,-119.63,-262.47,1209.0
PHI,2022-11-15,10.98,0.0,46.04,33.08,16th Street,Philly,0,19,33,2022-11-15,-490.2,-669.56,33.0
PHI,2022-11-15,10.98,0.0,46.04,33.08,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-15,10.98,0.0,46.04,33.08,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-15,10.98,0.0,46.04,33.08,13th Street,Philly,0,31,45,2022-11-15,-105.66,-639.6,45.0
PHI,2022-11-15,10.98,0.0,46.04,33.08,Old City,Philly,0,121,1173,2022-11-15,-357.08,-558.96,1173.0
PHI,2022-11-16,2.09,0.0,53.06,39.92,South Philadelphia,Philly,0,146,1209,2022-11-16,-122.36,-158.24,1209.0
PHI,2022-11-16,2.09,0.0,53.06,39.92,University City North,Philly,0,13,24,2022-11-16,241.09,-403.73,24.0
PHI,2022-11-16,2.09,0.0,53.06,39.92,Temple,Philly,0,12,20,2022-11-16,295.31,-350.18,20.0
PHI,2022-11-16,2.09,0.0,53.06,39.92,Old City,Philly,0,121,1173,2022-11-16,-288.55,-341.28,1173.0
PHI,2022-11-16,2.09,0.0,53.06,39.92,University City South,Philly,0,1,14,2022-11-16,411.68,-6.69,14.0
PHI,2022-11-16,2.09,0.0,53.06,39.92,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-16,2.09,0.0,53.06,39.92,16th Street,Philly,0,19,33,2022-11-16,63.4,-329.8,33.0
PHI,2022-11-16,2.09,0.0,53.06,39.92,13th Street,Philly,0,31,45,2022-11-16,-155.81,-407.37,45.0
PHI,2022-11-16,2.09,0.0,53.06,39.92,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-17,0.0,0.0,44.96,35.96,University City South,Philly,0,1,14,2022-11-17,525.12,189.55,14.0
PHI,2022-11-17,0.0,0.0,44.96,35.96,University City North,Philly,0,13,24,2022-11-17,587.37,-268.18,24.0
PHI,2022-11-17,0.0,0.0,44.96,35.96,Temple,Philly,0,12,20,2022-11-17,703.1,-527.41,20.0
PHI,2022-11-17,0.0,0.0,44.96,35.96,South Philadelphia,Philly,0,146,1209,2022-11-17,-16.65,-4.18,1209.0
PHI,2022-11-17,0.0,0.0,44.96,35.96,16th Street,Philly,0,19,33,2022-11-17,-407.83,-187.94,33.0
PHI,2022-11-17,0.0,0.0,44.96,35.96,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-17,0.0,0.0,44.96,35.96,13th Street,Philly,0,31,45,2022-11-17,-119.93,-223.45,45.0
PHI,2022-11-17,0.0,0.0,44.96,35.96,Old City,Philly,0,121,1173,2022-11-17,-392.14,-275.37,1173.0
PHI,2022-11-17,0.0,0.0,44.96,35.96,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-18,0.0,0.0,46.04,32.0,13th Street,Philly,0,31,45,2022-11-18,22.84,496.05,45.0
PHI,2022-11-18,0.0,0.0,46.04,32.0,16th Street,Philly,0,19,33,2022-11-18,68.22,818.66,33.0
PHI,2022-11-18,0.0,0.0,46.04,32.0,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-18,0.0,0.0,46.04,32.0,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-18,0.0,0.0,46.04,32.0,South Philadelphia,Philly,0,146,1209,2022-11-18,240.24,238.52,1209.0
PHI,2022-11-18,0.0,0.0,46.04,32.0,Temple,Philly,0,12,20,2022-11-18,421.79,307.86,20.0
PHI,2022-11-18,0.0,0.0,46.04,32.0,University City North,Philly,0,13,24,2022-11-18,231.98,354.93,24.0
PHI,2022-11-18,0.0,0.0,46.04,32.0,University City South,Philly,0,1,14,2022-11-18,323.49,84.69,14.0
PHI,2022-11-18,0.0,0.0,46.04,32.0,Old City,Philly,0,121,1173,2022-11-18,389.16,308.35,1173.0
PHI,2022-11-19,0.0,0.0,44.06,31.1,University City South,Philly,0,1,14,2022-11-19,205.96,-187.35,14.0
PHI,2022-11-19,0.0,0.0,44.06,31.1,South Philadelphia,Philly,0,146,1209,2022-11-19,-131.05,337.93,1209.0
PHI,2022-11-19,0.0,0.0,44.06,31.1,University City North,Philly,0,13,24,2022-11-19,247.14,761.65,24.0
PHI,2022-11-19,0.0,0.0,44.06,31.1,Temple,Philly,0,12,20,2022-11-19,-804.06,625.0,20.0
PHI,2022-11-19,0.0,0.0,44.06,31.1,Old City,Philly,0,121,1173,2022-11-19,-324.93,1017.69,1173.0
PHI,2022-11-19,0.0,0.0,44.06,31.1,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-19,0.0,0.0,44.06,31.1,16th Street,Philly,0,19,33,2022-11-19,-88.17,1323.66,33.0
PHI,2022-11-19,0.0,0.0,44.06,31.1,13th Street,Philly,0,31,45,2022-11-19,379.32,1125.22,45.0
PHI,2022-11-19,0.0,0.0,44.06,31.1,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-20,0.0,0.0,37.94,27.14,University City South,Philly,0,1,14,2022-11-20,232.14,-143.17,14.0
PHI,2022-11-20,0.0,0.0,37.94,27.14,University City North,Philly,0,13,24,2022-11-20,-26.66,452.77,24.0
PHI,2022-11-20,0.0,0.0,37.94,27.14,Temple,Philly,0,12,20,2022-11-20,-990.71,438.91,20.0
PHI,2022-11-20,0.0,0.0,37.94,27.14,South Philadelphia,Philly,0,146,1209,2022-11-20,33.38,100.43,1209.0
PHI,2022-11-20,0.0,0.0,37.94,27.14,Old City,Philly,0,121,1173,2022-11-20,-546.74,357.24,1173.0
PHI,2022-11-20,0.0,0.0,37.94,27.14,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-20,0.0,0.0,37.94,27.14,16th Street,Philly,0,19,33,2022-11-20,82.4,-59.73,33.0
PHI,2022-11-20,0.0,0.0,37.94,27.14,13th Street,Philly,0,31,45,2022-11-20,68.91,232.53,45.0
PHI,2022-11-20,0.0,0.0,37.94,27.14,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-21,0.0,0.0,44.06,26.24,South Philadelphia,Philly,0,146,1209,2022-11-21,7.62,-250.53,1209.0
PHI,2022-11-21,0.0,0.0,44.06,26.24,University City North,Philly,0,13,24,2022-11-21,27.11,-458.2,24.0
PHI,2022-11-21,0.0,0.0,44.06,26.24,Temple,Philly,0,12,20,2022-11-21,-1022.65,-223.67,20.0
PHI,2022-11-21,0.0,0.0,44.06,26.24,University City South,Philly,0,1,14,2022-11-21,-1.61,-13.59,14.0
PHI,2022-11-21,0.0,0.0,44.06,26.24,Old City,Philly,0,121,1173,2022-11-21,-15.36,-522.57,1173.0
PHI,2022-11-21,0.0,0.0,44.06,26.24,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-21,0.0,0.0,44.06,26.24,16th Street,Philly,0,19,33,2022-11-21,-88.44,-911.57,33.0
PHI,2022-11-21,0.0,0.0,44.06,26.24,13th Street,Philly,0,31,45,2022-11-21,-270.48,-608.47,45.0
PHI,2022-11-21,0.0,0.0,44.06,26.24,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-22,0.0,0.0,53.96,32.0,University City South,Philly,0,1,14,2022-11-22,-394.94,69.35,14.0
PHI,2022-11-22,0.0,0.0,53.96,32.0,University City North,Philly,0,13,24,2022-11-22,128.79,-412.45,24.0
PHI,2022-11-22,0.0,0.0,53.96,32.0,Temple,Philly,0,12,20,2022-11-22,-584.28,-284.41,20.0
PHI,2022-11-22,0.0,0.0,53.96,32.0,South Philadelphia,Philly,0,146,1209,2022-11-22,335.12,-252.6,1209.0
PHI,2022-11-22,0.0,0.0,53.96,32.0,Old City,Philly,0,121,1173,2022-11-22,13.33,-546.16,1173.0
PHI,2022-11-22,0.0,0.0,53.96,32.0,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-22,0.0,0.0,53.96,32.0,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-22,0.0,0.0,53.96,32.0,16th Street,Philly,0,19,33,2022-11-22,141.43,-637.82,33.0
PHI,2022-11-22,0.0,0.0,53.96,32.0,13th Street,Philly,0,31,45,2022-11-22,-60.32,-597.86,45.0
PHI,2022-11-23,0.0,0.0,59.0,33.08,University City South,Philly,0,1,14,2022-11-23,-534.81,-12.2,14.0
PHI,2022-11-23,0.0,0.0,59.0,33.08,University City North,Philly,0,13,24,2022-11-23,-1022.95,-376.37,24.0
PHI,2022-11-23,0.0,0.0,59.0,33.08,Temple,Philly,0,12,20,2022-11-23,-1130.88,-282.59,20.0
PHI,2022-11-23,0.0,0.0,59.0,33.08,South Philadelphia,Philly,0,146,1209,2022-11-23,403.12,-145.32,1209.0
PHI,2022-11-23,0.0,0.0,59.0,33.08,Old City,Philly,0,121,1173,2022-11-23,80.7,-338.35,1173.0
PHI,2022-11-23,0.0,0.0,59.0,33.08,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-23,0.0,0.0,59.0,33.08,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-23,0.0,0.0,59.0,33.08,16th Street,Philly,0,19,33,2022-11-23,-599.11,-310.91,33.0
PHI,2022-11-23,0.0,0.0,59.0,33.08,13th Street,Philly,0,31,45,2022-11-23,180.28,-407.13,45.0
PHI,2022-11-24,0.0,0.0,57.92,35.06,University City South,Philly,0,1,14,2022-11-24,-679.79,179.09,14.0
PHI,2022-11-24,0.0,0.0,57.92,35.06,University City North,Philly,0,13,24,2022-11-24,-2125.26,-280.96,24.0
PHI,2022-11-24,0.0,0.0,57.92,35.06,Temple,Philly,0,12,20,2022-11-24,-2230.15,-548.66,20.0
PHI,2022-11-24,0.0,0.0,57.92,35.06,South Philadelphia,Philly,0,146,1209,2022-11-24,217.92,-14.16,1209.0
PHI,2022-11-24,0.0,0.0,57.92,35.06,Old City,Philly,0,121,1173,2022-11-24,-235.67,-259.15,1173.0
PHI,2022-11-24,0.0,0.0,57.92,35.06,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-24,0.0,0.0,57.92,35.06,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-24,0.0,0.0,57.92,35.06,16th Street,Philly,0,19,33,2022-11-24,2.34,-196.6,33.0
PHI,2022-11-24,0.0,0.0,57.92,35.06,13th Street,Philly,0,31,45,2022-11-24,-132.4,-225.57,45.0
PHI,2022-11-25,0.51,0.0,59.0,39.02,University City North,Philly,0,13,24,2022-11-25,-1439.0,319.01,24.0
PHI,2022-11-25,0.51,0.0,59.0,39.02,Temple,Philly,0,12,20,2022-11-25,-954.73,310.51,20.0
PHI,2022-11-25,0.51,0.0,59.0,39.02,South Philadelphia,Philly,0,146,1209,2022-11-25,-784.36,211.84,1209.0
PHI,2022-11-25,0.51,0.0,59.0,39.02,Old City,Philly,0,121,1173,2022-11-25,-636.54,328.58,1173.0
PHI,2022-11-25,0.51,0.0,59.0,39.02,University City South,Philly,0,1,14,2022-11-25,-684.5,97.19,14.0
PHI,2022-11-25,0.51,0.0,59.0,39.02,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-25,0.51,0.0,59.0,39.02,16th Street,Philly,0,19,33,2022-11-25,-775.32,790.59,33.0
PHI,2022-11-25,0.51,0.0,59.0,39.02,13th Street,Philly,0,31,45,2022-11-25,-471.78,500.88,45.0
PHI,2022-11-25,0.51,0.0,59.0,39.02,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-26,0.0,0.0,57.92,37.04,University City South,Philly,0,1,14,2022-11-26,-494.99,-158.3,14.0
PHI,2022-11-26,0.0,0.0,57.92,37.04,University City North,Philly,0,13,24,2022-11-26,-980.65,710.76,24.0
PHI,2022-11-26,0.0,0.0,57.92,37.04,Temple,Philly,0,12,20,2022-11-26,-1378.19,536.21,20.0
PHI,2022-11-26,0.0,0.0,57.92,37.04,South Philadelphia,Philly,0,146,1209,2022-11-26,-401.82,330.72,1209.0
PHI,2022-11-26,0.0,0.0,57.92,37.04,Old City,Philly,0,121,1173,2022-11-26,-700.88,981.32,1173.0
PHI,2022-11-26,0.0,0.0,57.92,37.04,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-26,0.0,0.0,57.92,37.04,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-26,0.0,0.0,57.92,37.04,16th Street,Philly,0,19,33,2022-11-26,-254.81,1303.96,33.0
PHI,2022-11-26,0.0,0.0,57.92,37.04,13th Street,Philly,0,31,45,2022-11-26,-595.88,1105.71,45.0
PHI,2022-11-27,3.9,0.0,62.96,42.08,University City North,Philly,0,13,24,2022-11-27,-371.3,420.94,24.0
PHI,2022-11-27,3.9,0.0,62.96,42.08,Temple,Philly,0,12,20,2022-11-27,-374.57,483.93,20.0
PHI,2022-11-27,3.9,0.0,62.96,42.08,South Philadelphia,Philly,0,146,1209,2022-11-27,-439.0,110.72,1209.0
PHI,2022-11-27,3.9,0.0,62.96,42.08,Old City,Philly,0,121,1173,2022-11-27,-512.04,315.81,1173.0
PHI,2022-11-27,3.9,0.0,62.96,42.08,University City South,Philly,0,1,14,2022-11-27,-444.47,-144.24,14.0
PHI,2022-11-27,3.9,0.0,62.96,42.08,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-27,3.9,0.0,62.96,42.08,16th Street,Philly,0,19,33,2022-11-27,-842.2,-78.07,33.0
PHI,2022-11-27,3.9,0.0,62.96,42.08,13th Street,Philly,0,31,45,2022-11-27,-605.19,195.22,45.0
PHI,2022-11-27,3.9,0.0,62.96,42.08,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-28,0.0,0.0,55.94,41.0,University City North,Philly,0,13,24,2022-11-28,-297.04,-404.25,24.0
PHI,2022-11-28,0.0,0.0,55.94,41.0,Temple,Philly,0,12,20,2022-11-28,19.08,-250.95,20.0
PHI,2022-11-28,0.0,0.0,55.94,41.0,South Philadelphia,Philly,0,146,1209,2022-11-28,-157.99,-244.54,1209.0
PHI,2022-11-28,0.0,0.0,55.94,41.0,Old City,Philly,0,121,1173,2022-11-28,-396.98,-500.35,1173.0
PHI,2022-11-28,0.0,0.0,55.94,41.0,University City South,Philly,0,1,14,2022-11-28,67.05,-22.66,14.0
PHI,2022-11-28,0.0,0.0,55.94,41.0,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-28,0.0,0.0,55.94,41.0,16th Street,Philly,0,19,33,2022-11-28,-727.88,-888.38,33.0
PHI,2022-11-28,0.0,0.0,55.94,41.0,13th Street,Philly,0,31,45,2022-11-28,-423.71,-601.28,45.0
PHI,2022-11-28,0.0,0.0,55.94,41.0,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-29,0.0,0.0,48.92,35.06,University City South,Philly,0,1,14,2022-11-29,139.87,61.11,14.0
PHI,2022-11-29,0.0,0.0,48.92,35.06,University City North,Philly,0,13,24,2022-11-29,36.0,-373.96,24.0
PHI,2022-11-29,0.0,0.0,48.92,35.06,Temple,Philly,0,12,20,2022-11-29,525.49,-267.77,20.0
PHI,2022-11-29,0.0,0.0,48.92,35.06,South Philadelphia,Philly,0,146,1209,2022-11-29,-81.95,-237.03,1209.0
PHI,2022-11-29,0.0,0.0,48.92,35.06,Old City,Philly,0,121,1173,2022-11-29,-222.68,-524.59,1173.0
PHI,2022-11-29,0.0,0.0,48.92,35.06,Fishtown,Philly,0,327,2031,,,,
PHI,2022-11-29,0.0,0.0,48.92,35.06,16th Street,Philly,0,19,33,2022-11-29,-58.16,-594.96,33.0
PHI,2022-11-29,0.0,0.0,48.92,35.06,13th Street,Philly,0,31,45,2022-11-29,-82.09,-560.3,45.0
PHI,2022-11-29,0.0,0.0,48.92,35.06,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-30,4.49,0.0,57.02,37.94,Temple,Philly,0,12,20,2022-11-30,-189.2,-224.17,20.0
PHI,2022-11-30,4.49,0.0,57.02,37.94,University City South,Philly,0,1,14,2022-11-30,456.48,-17.59,14.0
PHI,2022-11-30,4.49,0.0,57.02,37.94,University City North,Philly,0,13,24,2022-11-30,557.96,-326.21,24.0
PHI,2022-11-30,4.49,0.0,57.02,37.94,South Philadelphia,Philly,0,146,1209,2022-11-30,9.63,-140.62,1209.0
PHI,2022-11-30,4.49,0.0,57.02,37.94,16th Street,Philly,0,19,33,2022-11-30,-339.13,-296.39,33.0
PHI,2022-11-30,4.49,0.0,57.02,37.94,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-11-30,4.49,0.0,57.02,37.94,13th Street,Philly,0,31,45,2022-11-30,-255.81,-398.79,45.0
PHI,2022-11-30,4.49,0.0,57.02,37.94,Old City,Philly,0,121,1173,2022-11-30,-322.14,-340.55,1173.0
PHI,2022-11-30,4.49,0.0,57.02,37.94,Fishtown,Philly,0,327,2031,,,,
PHI,2022-12-01,0.0,0.0,44.06,32.0,13th Street,Philly,0,31,45,2022-12-01,206.19,-222.98,45.0
PHI,2022-12-01,0.0,0.0,44.06,32.0,16th Street,Philly,0,19,33,2022-12-01,-191.0,-218.63,33.0
PHI,2022-12-01,0.0,0.0,44.06,32.0,Fishtown,Philly,0,327,2031,,,,
PHI,2022-12-01,0.0,0.0,44.06,32.0,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-12-01,0.0,0.0,44.06,32.0,Old City,Philly,0,121,1173,2022-12-01,-224.81,-240.55,1173.0
PHI,2022-12-01,0.0,0.0,44.06,32.0,South Philadelphia,Philly,0,146,1209,2022-12-01,-67.99,-30.05,1209.0
PHI,2022-12-01,0.0,0.0,44.06,32.0,Temple,Philly,0,12,20,2022-12-01,929.62,-539.42,20.0
PHI,2022-12-01,0.0,0.0,44.06,32.0,University City North,Philly,0,13,24,2022-12-01,290.54,-292.16,24.0
PHI,2022-12-01,0.0,0.0,44.06,32.0,University City South,Philly,0,1,14,2022-12-01,704.23,167.82,14.0
PHI,2022-12-02,0.0,0.0,46.94,27.14,University City South,Philly,0,1,14,2022-12-02,813.54,102.67,14.0
PHI,2022-12-02,0.0,0.0,46.94,27.14,University City North,Philly,0,13,24,2022-12-02,581.21,294.18,24.0
PHI,2022-12-02,0.0,0.0,46.94,27.14,Temple,Philly,0,12,20,2022-12-02,759.44,309.51,20.0
PHI,2022-12-02,0.0,0.0,46.94,27.14,South Philadelphia,Philly,0,146,1209,2022-12-02,226.66,205.17,1209.0
PHI,2022-12-02,0.0,0.0,46.94,27.14,16th Street,Philly,0,19,33,2022-12-02,531.98,774.11,33.0
PHI,2022-12-02,0.0,0.0,46.94,27.14,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-12-02,0.0,0.0,46.94,27.14,Fishtown,Philly,0,327,2031,,,,
PHI,2022-12-02,0.0,0.0,46.94,27.14,13th Street,Philly,0,31,45,2022-12-02,1190.83,506.21,45.0
PHI,2022-12-02,0.0,0.0,46.94,27.14,Old City,Philly,0,121,1173,2022-12-02,-206.19,350.52,1173.0
PHI,2022-12-03,4.88,0.0,59.0,44.06,Temple,Philly,0,12,20,2022-12-03,1087.09,447.39,20.0
PHI,2022-12-03,4.88,0.0,59.0,44.06,University City South,Philly,0,1,14,2022-12-03,-34.06,-145.74,14.0
PHI,2022-12-03,4.88,0.0,59.0,44.06,University City North,Philly,0,13,24,2022-12-03,626.05,638.67,24.0
PHI,2022-12-03,4.88,0.0,59.0,44.06,South Philadelphia,Philly,0,146,1209,2022-12-03,180.05,318.77,1209.0
PHI,2022-12-03,4.88,0.0,59.0,44.06,16th Street,Philly,0,19,33,2022-12-03,-30.31,1272.9,33.0
PHI,2022-12-03,4.88,0.0,59.0,44.06,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-12-03,4.88,0.0,59.0,44.06,Fishtown,Philly,0,327,2031,,,,
PHI,2022-12-03,4.88,0.0,59.0,44.06,13th Street,Philly,0,31,45,2022-12-03,1165.0,1081.89,45.0
PHI,2022-12-03,4.88,0.0,59.0,44.06,Old City,Philly,0,121,1173,2022-12-03,-66.88,937.59,1173.0
PHI,2022-12-04,0.0,0.0,44.96,31.1,University City South,Philly,0,1,14,2022-12-04,160.9,-137.13,14.0
PHI,2022-12-04,0.0,0.0,44.96,31.1,University City North,Philly,0,13,24,2022-12-04,491.91,387.67,24.0
PHI,2022-12-04,0.0,0.0,44.96,31.1,Temple,Philly,0,12,20,2022-12-04,1122.17,496.77,20.0
PHI,2022-12-04,0.0,0.0,44.96,31.1,South Philadelphia,Philly,0,146,1209,2022-12-04,92.07,125.15,1209.0
PHI,2022-12-04,0.0,0.0,44.96,31.1,Old City,Philly,0,121,1173,2022-12-04,441.81,266.01,1173.0
PHI,2022-12-04,0.0,0.0,44.96,31.1,Fishtown,Philly,0,327,2031,,,,
PHI,2022-12-04,0.0,0.0,44.96,31.1,16th Street,Philly,0,19,33,2022-12-04,343.45,-85.97,33.0
PHI,2022-12-04,0.0,0.0,44.96,31.1,13th Street,Philly,0,31,45,2022-12-04,533.74,159.8,45.0
PHI,2022-12-04,0.0,0.0,44.96,31.1,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-12-05,0.0,0.0,50.0,27.14,Temple,Philly,0,12,20,2022-12-05,242.37,-273.63,20.0
PHI,2022-12-05,0.0,0.0,50.0,27.14,University City South,Philly,0,1,14,2022-12-05,312.94,-18.18,14.0
PHI,2022-12-05,0.0,0.0,50.0,27.14,University City North,Philly,0,13,24,2022-12-05,-136.53,-361.1,24.0
PHI,2022-12-05,0.0,0.0,50.0,27.14,South Philadelphia,Philly,0,146,1209,2022-12-05,-182.21,-241.14,1209.0
PHI,2022-12-05,0.0,0.0,50.0,27.14,16th Street,Philly,0,19,33,2022-12-05,178.8,-869.19,33.0
PHI,2022-12-05,0.0,0.0,50.0,27.14,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-12-05,0.0,0.0,50.0,27.14,13th Street,Philly,0,31,45,2022-12-05,63.92,-588.69,45.0
PHI,2022-12-05,0.0,0.0,50.0,27.14,Old City,Philly,0,121,1173,2022-12-05,-278.09,-471.44,1173.0
PHI,2022-12-05,0.0,0.0,50.0,27.14,Fishtown,Philly,0,327,2031,,,,
PHI,2022-12-06,6.1,0.0,57.02,33.08,13th Street,Philly,0,31,45,2022-12-06,-311.79,-533.17,45.0
PHI,2022-12-06,6.1,0.0,57.02,33.08,16th Street,Philly,0,19,33,2022-12-06,-448.02,-543.26,33.0
PHI,2022-12-06,6.1,0.0,57.02,33.08,Fishtown,Philly,0,327,2031,,,,
PHI,2022-12-06,6.1,0.0,57.02,33.08,IWP Flagship,Philly,0,291,2104,,,,
PHI,2022-12-06,6.1,0.0,57.02,33.08,South Philadelphia,Philly,0,146,1209,2022-12-06,-135.11,-218.11,1209.0
