store_id,Date,Total_Sales
14,8/3/2024,121.63
14,8/4/2024,203.74
14,8/5/2024,435.48
14,8/6/2024,605.69
14,8/7/2024,750.13
14,8/8/2024,755.89
14,8/9/2024,356.16
14,8/10/2024,240.1
14,8/11/2024,115.51
14,8/12/2024,456.26
14,8/13/2024,437.76
14,8/14/2024,463.67
14,8/15/2024,528.06
14,8/16/2024,476.9
14,8/17/2024,393.26
14,8/18/2024,489.61
14,8/19/2024,314.33
14,8/20/2024,828.2
14,8/21/2024,774.95
14,8/22/2024,839.44
14,8/23/2024,854.51
14,8/24/2024,613.75
14,8/25/2024,549.89
14,8/26/2024,1119.61
14,8/27/2024,1438.03
14,8/28/2024,922.32
14,8/29/2024,1342.22
14,8/30/2024,1423.18
14,8/31/2024,923.71
14,9/1/2024,1033.21
14,9/2/2024,736.95
14,9/3/2024,1291.35
14,9/4/2024,1333
14,9/5/2024,1503.96
14,9/6/2024,1312.85
14,9/7/2024,1096.6
14,9/8/2024,1341.4
14,9/9/2024,1309.65
14,9/10/2024,1417.39
14,9/11/2024,981.44
14,9/12/2024,1539.75
14,9/13/2024,1308.85
14,9/14/2024,878.48
14,9/15/2024,1017.5
14,9/16/2024,1210.59
14,9/17/2024,1362.97
14,9/18/2024,1412.01
14,9/19/2024,1465.01
14,9/20/2024,907.73
14,9/21/2024,790.22
14,9/22/2024,1301.06
14,9/23/2024,1420.29
14,9/24/2024,1411.28
14,9/25/2024,1182.8
14,9/26/2024,1549
14,9/27/2024,1469.11
14,9/28/2024,885.28
14,9/29/2024,1117.86
14,9/30/2024,1256.56
14,10/1/2024,1355.97
14,10/2/2024,1157.93
14,10/3/2024,704.65
14,10/4/2024,448.54
14,10/5/2024,546.54
14,10/6/2024,769.27
14,10/7/2024,1160.81
14,10/8/2024,1127.63
14,10/9/2024,1204.79
14,10/10/2024,1280.97
14,10/11/2024,1252.42
14,10/12/2024,1117.4
14,10/13/2024,736.11
14,10/14/2024,1205.6
14,10/15/2024,1500.99
14,10/16/2024,1362.43
14,10/17/2024,1190.79
14,10/18/2024,1524.56
14,10/19/2024,1019.37
14,10/20/2024,703.96
14,10/21/2024,1159.31
14,10/22/2024,1113.05
14,10/23/2024,1482.86
14,10/24/2024,1196.86
14,10/25/2024,1189.81
14,10/26/2024,1150.82
14,10/27/2024,929.32
14,10/28/2024,990.2
14,10/29/2024,1430
14,10/30/2024,1390.74
14,10/31/2024,914.7
14,11/1/2024,1329.13
14,11/2/2024,948.75
14,11/3/2024,1103.4
14,11/4/2024,925.38
14,11/5/2024,1508.09
14,11/6/2024,1223.45
14,11/7/2024,1156.16
14,11/8/2024,1318.8
14,11/9/2024,497.09
14,11/10/2024,603.1
14,11/11/2024,1299.48
14,11/12/2024,916.05
14,11/13/2024,1238.36
14,11/14/2024,1333.42
14,11/15/2024,1443.46
14,11/16/2024,818.09
14,11/17/2024,883.61
14,11/18/2024,1030.12
14,11/19/2024,1280.78
14,11/20/2024,1216.49
14,11/21/2024,1254.64
14,11/22/2024,1036.63
14,11/23/2024,926.38
14,11/24/2024,685.13
14,11/25/2024,841.64
14,11/26/2024,695.07
14,11/27/2024,425.8
14,11/29/2024,136.24
14,11/30/2024,169.08
14,12/1/2024,167.81
14,12/2/2024,690.44
14,12/3/2024,1121.39
14,12/4/2024,1291.36
14,12/5/2024,1122.53
14,12/6/2024,930.36
14,12/7/2024,517.58
14,12/8/2024,1035.91
14,12/9/2024,741.1
14,12/10/2024,909.56
14,12/11/2024,549.59
14,12/12/2024,692.78
14,12/13/2024,717.29
14,12/14/2024,634.18
14,12/15/2024,467.88
14,12/16/2024,989.32
14,12/17/2024,467.39
14,12/18/2024,531.98
14,12/19/2024,552.41
14,12/20/2024,419.53
14,12/21/2024,126.62
14,12/22/2024,203.11
14,12/23/2024,236.17
14,12/24/2024,299.16
14,12/26/2024,23.49
14,12/27/2024,112.63
14,12/28/2024,79.46
14,12/29/2024,275.72
14,12/30/2024,309.47
14,12/31/2024,305.52
14,1/1/2025,57.8
14,1/2/2025,272.92
14,1/3/2025,136.4
