store_id,Date,Total_Sales,Free Delivery_Require Purchase,Free Delivery_Product,Free Delivery_Promo_Active,Overall Discount_Require Purchase,Overall Discount_Product,Overall Discount_Promo_Active,Product Discount_Require Purchase,Product Discount_Product,Product Discount_Promo_Active,Free Product_Require Purchase,Free Product_Product,Free Product_Promo_Active,Points Bonus_Require Purchase,Points Bonus_Product,Points Bonus_Promo_Active
14,2024-12-22,203.11,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-23,236.17,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-24,299.16,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-26,23.49,Yes,Delivery,1,,,0,,,0,,,0,No,Points,1
14,2024-12-27,112.63,Yes,Delivery,1,,,0,,,0,,,0,"No, No","Points, Points",1
14,2024-12-28,79.46,Yes,Delivery,1,,,0,,,0,,,0,"No, No","Points, Points",1
14,2024-12-29,275.72,Yes,Delivery,1,,,0,,,0,,,0,"No, No","Points, Points",1
14,2024-12-30,309.47,Yes,Delivery,1,,,0,,,0,,,0,"No, No","Points, Points",1
14,2024-12-31,305.52,Yes,Delivery,1,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-01,57.8,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-02,272.92,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-03,136.4,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-04,72.61,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-05,129.36,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-06,168.59,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-07,90.19,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-08,373.81,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-09,351.26,,,0,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-10,212.35,Yes,Delivery,1,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-11,115.42,Yes,Delivery,1,,,0,,,0,,,0,"No, No","Points, Points",1
14,2025-01-12,227.01,Yes,Delivery,1,,,0,,,0,,,0,"No, No","Points, Points",1
